,PropertyGFATotal,SiteEnergyUse(kBtu),TotalGHGEmissions,YearBuilt,NumberofBuildings,NumberofFloors,ENERGYSTARScore,distance,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9
294,-0.35581666831838543,-0.24042659519926568,-0.17019154829616875,-1.2158906309659725,-0.04707210632781032,-0.1098871496323663,0.6163071650127486,-1.1291998282971547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
300,0.6893287539993356,0.22373407702971873,0.01994291116753366,-0.5861763463964501,-0.04707210632781032,-0.2372722530278483,-0.015558766318911524,-0.8601377712229166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
301,2.7686289042781347,0.5165911679050516,-0.04517877833793816,0.8936522223419278,-0.04707210632781032,1.1639638843224538,-0.26128440628122385,-0.7590230046335238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302,1.2405449206113033,1.8875777296159968,0.32949545202032343,1.177023650398213,-0.04707210632781032,0.14488305715859773,1.21306943349265,-1.399266542177442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303,0.43360147397763654,2.696058102765259,0.4197507641433562,1.177023650398213,-0.04707210632781032,0.14488305715859773,1.21306943349265,-1.399266542177442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
304,-0.08023064483604338,0.044378946699261054,0.07153297864568511,0.48433793737173814,-0.04707210632781032,0.01749795376311571,-1.1037723147234375,-1.3526772921593173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
305,0.7370466036280443,0.3232328059073342,-0.08565228458108921,0.5473093658286904,-0.04707210632781032,0.01749795376311571,0.40568518790219527,-1.247088934245894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
306,-0.011384386341530831,-0.2582563943875296,-0.20735193093980547,1.177023650398213,-0.04707210632781032,-0.49204245981881234,-0.22618074342946493,0.6063370862434995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,-0.32498193705019374,-0.22720061682223003,-0.0820478973684308,-0.019433490283879855,-0.04707210632781032,-0.49204245981881234,-0.7176320233540895,0.9905156657655176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,-0.09502053104210606,-0.3077565391623422,-0.2177160611741836,-0.019433490283879855,-0.04707210632781032,-0.49204245981881234,0.9673437935303376,1.0495460268670616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309,0.1628342964152679,0.4014873862827664,0.06332905354212587,-0.05091920451235598,-0.04707210632781032,-0.2372722530278483,-1.6303272574998209,-0.765702181162031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
310,-0.028051808648661466,-0.30725672799689724,-0.21757042936761153,-0.11389063296930824,-0.04707210632781032,-0.49204245981881234,1.1077584449373732,1.361288236061926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311,0.0677319456039931,-0.16307513356891865,-0.18743678139107656,1.177023650398213,-0.04707210632781032,0.2722681605540797,0.5460998393092309,-0.8744895953978948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,-0.14541007042298718,-0.2147792072171117,-0.19824994302905186,0.6417665085141188,-0.04707210632781032,0.14488305715859773,1.0375511192338556,-1.2194115209021974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,0.4309003711272751,-0.10975416126333552,-0.17627167622055215,1.0195950792558324,1.9299563594402303,0.01749795376311571,0.6163071650127486,-1.1149942655563132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
314,-0.10631025856367131,0.1189620757158241,0.2308299030677543,1.177023650398213,-0.04707210632781032,-0.2372722530278483,-2.0515712117209275,-0.5274203330189576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315,-0.24757646698266647,-0.13106011571669748,-0.1807255823048809,0.3269093662293575,-0.04707210632781032,0.01749795376311571,-0.33149173198474163,1.2693837135515236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
316,-0.17946553594288028,-0.09490165357628172,-0.17316486434701492,0.48433793737173814,-0.04707210632781032,0.14488305715859773,-0.43680272054001834,1.2345467794156546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
317,-0.015360056780084638,-0.11484995886073289,-0.17733964280208056,0.6102807942856426,-0.04707210632781032,0.01749795376311571,0.9673437935303376,1.2069596319858453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
318,-0.351257638099082,-0.14689515208414758,-0.18405084188827622,0.48433793737173814,-0.04707210632781032,-0.1098871496323663,-1.595223594648062,1.2638334180559214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
319,-0.34212487111138074,-0.1678338482187166,-0.11102862687627027,-0.11389063296930824,-0.04707210632781032,-0.2372722530278483,-0.3665953948365005,0.32772317819578123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
320,0.04251511608991074,-0.1488245164070783,-0.18445132935634942,0.5787950800571665,-0.04707210632781032,-0.1098871496323663,-0.4016990576882594,-1.0395588838744128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
321,0.16192739255443872,0.5666239140448001,0.32739592680890955,1.3029665073121175,-0.04707210632781032,-0.49204245981881234,-1.4197052803892676,0.42318517022022895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
324,-0.1881865195559348,-0.21768274287550332,-0.1988567422231021,0.6732522227425949,-0.04707210632781032,-0.1098871496323663,0.5460998393092309,-1.3517884365556092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
325,0.191448338770186,0.40476944802246967,0.17167911763173682,1.1140522219412607,-0.04707210632781032,-0.49204245981881234,-0.12086975487418822,-0.08603454376610901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,0.2897125976367841,-0.10936745973818747,-0.17505807783245167,1.428909364226022,-0.04707210632781032,0.01749795376311571,1.0375511192338556,-1.1439122219207218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
329,0.06813392461257682,-0.2077169374725965,-0.1967814889794503,1.2714807930836414,-0.04707210632781032,0.14488305715859773,1.0726547820856143,-1.1661621782741034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
330,0.7141877241521178,-0.021243309746812936,-0.14901425642381533,1.428909364226022,-0.04707210632781032,0.01749795376311571,1.0726547820856143,-1.1044289072497337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
331,0.01184705904479037,-0.22674480298509517,-0.18833484419827093,-1.5622334874792099,-0.04707210632781032,0.01749795376311571,-0.33149173198474163,-1.0461497613388484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,2.1331000917072434,0.8774354922589231,0.5433072160358662,1.2085093646266891,-0.04707210632781032,0.01749795376311571,0.19506321079164188,-0.9324116065006202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333,0.4961435250936285,0.14497765173349902,-0.1093174531490486,1.177023650398213,-0.04707210632781032,0.14488305715859773,-0.5772173719470539,-0.9857069833783995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
336,0.41390450255703337,-0.05899207256170472,-0.0752881543467111,1.3344522215405936,-0.04707210632781032,-0.1098871496323663,1.1077584449373732,-1.1614226625164583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
337,0.8712144510174145,-0.034658232837581224,-0.13971809277096564,1.3344522215405936,-0.04707210632781032,0.14488305715859773,1.1077584449373732,-1.1772983347570134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
338,-0.28434283971898405,-0.22721620978865725,-0.13424476404063249,-0.302804918340165,-0.04707210632781032,-0.2372722530278483,0.019544896532847376,-1.1495291541609656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,-0.18295589026131467,-0.20054820505710882,-0.1952766269782057,0.3269093662293575,-0.04707210632781032,0.01749795376311571,0.510996176457472,-1.292063312613212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
342,-0.18728942006116864,-0.1917744076612798,-0.19344409341217397,0.26393793777240526,-0.04707210632781032,0.01749795376311571,0.12485588508812408,-1.3100148863514234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
343,-0.18728942006116864,-0.1974141501782564,-0.19462128384863145,0.200966509315453,-0.04707210632781032,0.01749795376311571,0.7216181535680254,-1.3100148863514234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
344,-0.18325982560926823,-0.1977447352143764,-0.19469409975191745,0.23245222354392914,-0.04707210632781032,0.01749795376311571,0.3354778621986775,-1.3382895937473394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
345,0.3498476768843051,0.4360876431870554,0.3557698571226988,0.7677093654280233,-0.04707210632781032,-0.1098871496323663,-2.1217785374244453,-0.014605661186010855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
346,0.3230180291528563,0.001859201016008362,-0.1295238663109216,0.95662365079888,-0.04707210632781032,-0.1098871496323663,-1.560119931796303,0.003647395607188048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
348,-0.13190945835421136,-0.2945330518198006,-0.19693925676990334,1.0510807934843085,-0.04707210632781032,-0.1098871496323663,0.6163071650127486,0.30289081311676025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
349,1.1086124686843013,1.3878147275398058,1.029025698905322,1.1455379361697369,-0.04707210632781032,0.2722681605540797,-1.4899126060927854,-0.9459279593839073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
350,0.8999510479481202,0.24802898991866554,0.11318367532529365,0.9881093650273561,-0.04707210632781032,-0.3646573564233303,0.4407888507539542,2.216112165996594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,-0.304711410214904,-0.07495599596338202,-0.16899008589194928,1.3974236499975459,-0.04707210632781032,-0.49204245981881234,1.21306943349265,0.2706868112678709,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,0.5767942403280147,-0.2821805271502954,-0.17344399197627802,1.1140522219412607,-0.04707210632781032,-0.49204245981881234,1.21306943349265,0.412694324224595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
356,0.02943118957881319,0.016015027494059215,-0.090118326649299,1.0510807934843085,-0.04707210632781032,-0.49204245981881234,0.23016687364340077,1.8636807296852784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
357,-0.15188585420761058,-0.3069076673672124,-0.21174515710472921,1.1140522219412607,-0.04707210632781032,-0.2372722530278483,-0.9633576633164018,1.9787432132758678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
359,0.09506651818768733,0.20402076775388597,0.06392371675229508,0.6417665085141188,-2.024100572095851,-0.49204245981881234,-0.33149173198474163,2.1190474085469733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
360,-0.055803066790033974,0.35768131687262705,0.4472751755854751,0.10650936663002464,-0.04707210632781032,-0.49204245981881234,0.47589251360571305,2.013194437072664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
361,-0.3691358996149954,0.01159414360748969,-0.03130734876194968,1.0510807934843085,-0.04707210632781032,-0.49204245981881234,0.4407888507539542,1.9651079687111697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
362,-0.0064331814797067306,-0.1368505127660764,-0.18181782085417134,0.7677093654280233,-0.04707210632781032,-0.2372722530278483,0.2652705364951597,-0.4628264998985475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
363,-0.17345545954625022,-0.181057431564616,-0.19119893639418806,1.1455379361697369,-0.04707210632781032,-0.1098871496323663,0.6514108278645075,-0.5056582092013298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
364,-0.1438413718529043,-0.11978990763879106,-0.17837120143196597,1.177023650398213,-0.04707210632781032,-0.2372722530278483,0.15995954793988298,-0.5434333492710361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
365,0.7626507056016159,0.11919155405777418,-0.10952376487502569,1.1140522219412607,-0.04707210632781032,-0.2372722530278483,1.0726547820856143,-0.5503132919483598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
366,0.5782158734071524,0.01111489484543927,-0.12100440562645623,1.1140522219412607,-0.04707210632781032,-0.1098871496323663,0.826929142123302,-0.5311487449506446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
368,1.298645593900748,-0.028012031540078947,-0.15915993894833538,0.5787950800571665,-0.04707210632781032,0.01749795376311571,1.0375511192338556,0.8855840526512411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
369,-0.17345545954625022,-0.28084399366728846,-0.20333492027519287,0.10650936663002464,-0.04707210632781032,-0.3646573564233303,0.7567218164197843,0.9374600888796975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,-0.30463787746943133,-0.3294148076233466,-0.2142815777358592,-0.7121192033103546,-0.04707210632781032,-0.3646573564233303,1.21306943349265,0.2605190663983335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,-0.09481954153781419,-0.293181066848999,-0.19312855783126787,1.0510807934843085,-0.04707210632781032,-0.1098871496323663,1.0024474563820966,-0.1921044175058649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,0.276045311344937,-0.029867382326967628,-0.15954829043252752,1.2085093646266891,-0.04707210632781032,0.6544234707405258,0.7918254792715431,-0.6033120296053998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
378,-0.273989429156437,-0.32572035145885814,-0.22147821617729507,0.7362236511995471,-0.04707210632781032,-0.3646573564233303,1.21306943349265,0.09118532548344849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
379,-0.5029802029242859,-0.3223617093564942,-0.2207743291121968,0.07502365240154851,-0.04707210632781032,-0.49204245981881234,-1.1388759775751962,1.0247770648443773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
380,-0.004467406084071618,-0.11771445652216515,0.06388730880065209,0.10650936663002464,-0.04707210632781032,-0.49204245981881234,-0.12086975487418822,1.2042497612892091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
381,0.5008692295360032,0.00471136982517803,-0.15231524403944866,0.200966509315453,-0.04707210632781032,2.18304471148631,1.0375511192338556,-0.7807800311091722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
382,-0.36922413890956257,-0.27678703829883927,-0.1724124333463926,0.10650936663002464,-0.04707210632781032,-0.49204245981881234,0.23016687364340077,1.2042497612892091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,-0.3325803207490327,-0.23421503647210307,-0.13111368019933323,0.1694807950869769,-0.04707210632781032,-0.49204245981881234,-1.3846016175375087,1.0307553343839047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,-0.19600550149119167,-0.27648435487017586,-0.21116262987844098,0.07502365240154851,-0.04707210632781032,-0.49204245981881234,-0.5772173719470539,0.981997060231397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
385,-0.3416003375270093,-0.3176017706618634,-0.2197791784339544,0.07502365240154851,-0.04707210632781032,-0.49204245981881234,-0.08576609202242932,0.9625064182066322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,-0.35361068595420636,-0.26608814115028845,-0.16721823224532256,0.012052223944596268,-0.04707210632781032,-0.49204245981881234,1.0726547820856143,0.9471362983068518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
387,-0.2289873889271843,-0.2505039666095324,-0.18942708274756137,0.7362236511995471,-0.04707210632781032,0.14488305715859773,1.142862107789132,-1.32072407605957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
388,-0.2976767775646885,-0.32545557672449804,-0.21650246278608312,0.704737936971071,-0.04707210632781032,-0.2372722530278483,0.826929142123302,1.6105477033010795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
390,0.17792321578625261,0.03962870055618117,0.024384681267981417,0.13799508085850076,-0.04707210632781032,-0.49204245981881234,-1.4197052803892676,0.25316188902325104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,-0.1190363257134687,0.5424275915514876,-0.03884379475205365,-0.4602334894825456,-0.04707210632781032,-0.49204245981881234,-2.262193188831481,0.2993815861383866,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
392,-0.3567333765452776,-0.29570685455855783,-0.18531298421190073,0.5158236516002143,-0.04707210632781032,-0.49204245981881234,0.510996176457472,0.2544361284442142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
395,-0.32942331487674087,0.2562135692325084,0.2787791753816043,1.2399950788551652,-0.04707210632781032,-0.49204245981881234,-0.8580466747611251,0.9332407532120107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,-0.3279722686994142,0.10823795494821795,0.10658170009402704,0.5158236516002143,-0.04707210632781032,-0.49204245981881234,-0.9984613261681607,2.3951017230387253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,1.0359130943270227,0.027570112904164557,-0.1575215811243997,1.3029665073121175,-0.04707210632781032,0.14488305715859773,1.0375511192338556,-1.012762998018288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,0.6795636054005697,0.06309301260482672,0.007151584156954598,1.0195950792558324,-0.04707210632781032,-0.1098871496323663,-0.8229430119093663,-1.001040703001024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,-0.3096381041615705,-0.11854346067504226,-0.1773881867376046,-1.5622334874792099,-0.04707210632781032,-0.3646573564233303,-1.1739796404269551,-0.1773370297813395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
400,-0.2939020966304266,-0.2100279100899045,-0.11465728605669073,0.200966509315453,-0.04707210632781032,-0.49204245981881234,0.826929142123302,-0.20926601902629813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
401,-0.11320763008900449,-0.09354147800321874,-0.16449977185597747,1.3344522215405936,-0.04707210632781032,-0.2372722530278483,-1.3846016175375087,0.3848202814990165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
403,0.9732435864522114,-0.014261137119538221,0.09433649235809315,0.8621665081134516,-0.04707210632781032,-0.3646573564233303,0.9322401306785788,0.48105104553039385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
404,0.8758666227143165,0.5113655939791654,0.07601115669777588,-0.9954906313666397,-0.04707210632781032,1.1639638843224538,0.019544896532847376,-0.25618196829540535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
406,-0.1341203429014219,-0.25824023045376404,-0.17289787270163282,0.7991950796564994,-0.04707210632781032,-0.3646573564233303,1.0024474563820966,1.3449560567360828,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
408,0.094071375032291,-0.13104263299996446,-0.1807255823048809,0.8306807938849755,-0.04707210632781032,0.01749795376311571,-0.12086975487418822,-0.9751303050624553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
409,0.8697879157552453,-0.04390050640815579,-0.06726626900136694,-0.4287477752540695,-0.04707210632781032,-0.3646573564233303,1.1077584449373732,1.4883006878684042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
410,-0.19110331845968265,0.028423269480736434,0.13207940222801814,0.3269093662293575,-0.04707210632781032,0.01749795376311571,-0.43680272054001834,1.4590326173967958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
412,-0.19069643726806743,-0.08147674613630405,-0.17034931608662182,0.5473093658286904,-0.04707210632781032,0.14488305715859773,-0.33149173198474163,1.4514884419003649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
413,-0.3616992879561962,-0.29315680831632984,-0.1973518802218575,0.38988079468630976,-0.04707210632781032,-0.49204245981881234,0.3354778621986775,1.2442414606722851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
